pop_number,name,character,category,product_line,release_year,exclusivity,variant_flags,counts_toward_total,source,source_url,needs_review,notes
1355,Spider-Man,Spider-Man,peter,Pop! Spider-Man: Blue,,Marvel Collector Corps (MCC),,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-blue-checklist/,false,
1356,Gwen Stacy,Gwen Stacy,friends_foes,Pop! Spider-Man: Blue,,Marvel Collector Corps (MCC),,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-blue-checklist/,true,
1409,Spider-Man 2099 (Unmasked),Spider-Man 2099,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
1410,Mayday Parker,Mayday Parker,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,true,
1411,Spider-Punk (Unmasked),Spider-Punk,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
1412,Miles G Morales,Miles G Morales,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
1445,Spider-Man (Fear Itself Suit),Spider-Man,peter,Pop! Marvel,,,glow,true,manual,https://funko.com/pop-spider-man-fear-itself-suit-glow/83750.html,true,"owner-collection figure absent from all three scraped checklists; details confirmed by web lookup (Funko lists it as 'Pop! Spider-Man (Fear Itself Suit) (Glow)', a glow-in-the-dark comics release); counts_toward_total=true: a Peter Parker Spider-Man figure in the same Pop! Marvel comics line as the funkypriceguide core checklist, which is stale past #1333"
1449,Spider-Man (with Dog),Spider-Man,peter,Pop! Marvel,,Entertainment Earth,,true,manual,https://www.tallmantoys.com/products/spider-man-1449-with-dog-exclusive-funko-pop-vinyl-figure-marvel,true,"owner-collection figure absent from all three scraped checklists; web lookup identifies #1449 as the Entertainment Earth exclusive 'Spider-Man with Dog / with Sandwich' - exact printed name unverified; counts_toward_total=true: a Peter Parker Spider-Man figure in the same Pop! Marvel comics line as the funkypriceguide core checklist, which is stale past #1333"
1450,Spider-Man (Last Stand),Spider-Man,peter,Pop! Marvel,,PX Previews,,true,manual,https://funko.com/pop-spider-man-last-stand/84387.html,true,"owner-collection figure absent from all three scraped checklists; web lookup confirms a PREVIEWS Exclusive comics release (LE 15,000) based on the 'Last Stand' storyline; counts_toward_total=true: a Peter Parker Spider-Man figure in the same Pop! Marvel comics line as the funkypriceguide core checklist, which is stale past #1333"
1451,Fantastic Four Spider-Man,Spider-Man,peter,Pop! Marvel,2024,Target,,true,manual,https://funko.com/pop-fantastic-four-spider-man/84525.html,true,"owner-collection figure absent from all three scraped checklists; web lookup confirms a 2024 Target exclusive Spider-Man in the Fantastic Four blue suit; counts_toward_total=true: a Peter Parker Spider-Man figure in the same Pop! Marvel comics line as the funkypriceguide core checklist, which is stale past #1333"
1479,Spider-Gwen (Upside Down),Spider-Gwen,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,Entertainment Earth,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
1509,Spider-Cat (Flocked),Spider-Cat,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,"Funko Shop (LE Ultra 5,000 pcs)",flocked,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
1526,Friendly Neighborhood Spider-Man,Friendly Neighborhood Spider-Man,peter,Pop! Your Friendly Neighborhood Spider-Man,,,,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
1527,Spider-Man (Homemade Suit),Spider-Man,peter,Pop! Your Friendly Neighborhood Spider-Man,,,,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
1528,Alien Monster (6 inch),Alien Monster,friends_foes,Pop! Your Friendly Neighborhood Spider-Man,,,oversized,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
1529,Spider-Man (Oscorp Suit),Spider-Man,peter,Pop! Your Friendly Neighborhood Spider-Man,,Funko Shop,,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
1530,Friendly Neighborhood Spider-Man (Unmasked),Friendly Neighborhood Spider-Man,peter,Pop! Your Friendly Neighborhood Spider-Man,,Target,,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
1531,Peter Parker,Peter Parker,peter,Pop! Your Friendly Neighborhood Spider-Man,,Entertainment Earth,,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
1532,Doctor Strange,Doctor Strange,friends_foes,Pop! Your Friendly Neighborhood Spider-Man,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-your-friendly-neighborhood-spider-man-checklist/,false,
,"Captain America, Iron Man, Hawkeye, Spider-Man (4 Pack)",Spider-Man,peter,Pop! Marvel,,,multipack,true,cardboardconnection,https://www.cardboardconnection.com/funko-pop-spider-man-figures,false,
,Iron Man and Spider-Man (2 Pack),Iron Man & Spider-Man,peter,Pop! Spider-Man: Homecoming,,Target,multipack,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
,Miles Morales: Classic Suit / S.T.R.I.K.E. Suit / Bodega Cat Suit / T.R.A.C.K. Suit (Black Light) (4 Pack),Miles Morales,spider_verse,Pop! Spider-Man: Miles Morales (Gamerverse),,,blacklight|multipack,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-miles-morales-gamerverse-checklist/,false,
,Peter Parker and Spider-Man (2 Pack),Peter Parker & Spider-Man,peter,Pop! Spider-Man: Homecoming,,Best Buy,multipack,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
,Spider-Gwen & Spider-Woman (Black Light) (2 Pack),Spider-Gwen & Spider-Woman,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,Target,blacklight|multipack,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
,Spider-Man 2099 & Spider-Man India (Black Light) (2 Pack),Spider-Man 2099 & Spider-Man India,spider_verse,Pop! Spider-Man: Across the Spider-Verse,,Target,blacklight|multipack,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-across-the-spider-verse-checklist/,false,
,Spider-Man vs. Spider-Man (2 Pack),Spider-Man,peter,Pop! Marvel,,Entertainment Earth,multipack,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
,Spider-Man: No Way Home (3 Pack),,peter,Pop! Spider-Man: No Way Home,,Amazon,multipack,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-no-way-home-checklist/,true,"popshopguide does not name which figures are inside this combo box, so character was left empty rather than guessed"
,Spider-Man: No Way Home (8 Pack),,peter,Pop! Spider-Man: No Way Home,,Walmart,multipack,true,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-no-way-home-checklist/,true,"popshopguide does not name which figures are inside this combo box, so character was left empty rather than guessed"
